      3 Airāvata
      3 AV.Parish
      3 -2
      2 ṭīkā
      2 ṭīka
      2 ṣṭoma
      2 ṣeṇa
      2 ṇa
      2 śūraṇa
      2 śāri
      2 śākhā
      2 śvetāśvataropaniṣad
      2 śrī
      2 ŚārṅgP.
      2 Śiva
      2 ŚivP.
      2 ācārya
      2 Ātreya
      2 yogin
      2 yajus
      2 xxxvii
      2 xxiii
      2 xliii
      2 xiii
      2 x
      2 worshippers
      2 wks
      2 wisdom
      2 widow
      2 wheelwright
      2 well
      2 welfare
      2 weaver
      2 waters
      2 washerman
      2 wagtails
      2 vṛkṣa
      2 vīrya
      2 vīra
      2 vāra
      2 vāda
      2 vv
      2 vulture
      2 vriddhi
      2 vrata
      2 vivants
      2 violation
      2 villages
      2 vilasa
      2 vidyā
      2 vicāra
      2 verb
      2 vedanta
      2 vaṃśa
      2 varuṇa
      2 varanadi
      2 vara
      2 val
      2 vag
      2 union
      2 tārā
      2 tripura
      2 travellers
      2 translator
      2 translation
      2 tirtha
      2 thunderbolt
      2 thumb
      2 thread
      2 thirteenth
      2 third
      2 things
      2 termination
      2 term
      2 teller
      2 teeth
      2 takshashiladi
      2 tableaux
      2 sūya
      2 symbols
      2 symbol
      2 svara
      2 sukha
      2 sugar
      2 suffixes
      2 sudha
      2 suburb
      2 stroke
      2 strength
      2 state
      2 staff
      2 spring
      2 sport
      2 spear
      2 space
      2 songs
      2 sign
      2 shura
      2 shukla
      2 shruta
      2 shrubs
      2 shore
      2 shiksha
      2 shells
      2 shaunakadi
      2 shata
      2 sharng
      2 sharabha
      2 shape
      2 shamika
      2 shaman
      2 shalva
      2 shakta
      2 shaka
      2 shabaras
      2 seventh
      2 seq
      2 sentence
      2 sculpture
      2 savarni
      2 sarpa
      2 sap
      2 samuccaya
      2 samgraha
      2 rūpā
      2 rātra
      2 rāmâyaṇa
      2 rāj
      2 rāghava
      2 rock
      2 ritu
      2 rishti
      2 ribs
      2 revision
      2 retrograde
      2 reproduction
      2 reformer
      2 recovery
      2 recensions
      2 ratna
      2 ranti
      2 raj
      2 rain
      2 raghava
      2 quantity
      2 pūya
      2 pūrvin
      2 pātra
      2 pāka
      2 puṣpī
      2 purpose
      2 puraka
      2 provincialisms
      2 protection
      2 prosody
      2 prognostics
      2 prognostication
      2 progenitors
      2 progenitor
      2 process
      2 principles
      2 principle
      2 preserver
      2 predecessor
      2 precepts
      2 preceptress
      2 pratyaya
      2 prati
      2 prash
      2 prasada
      2 pramāṇādi
      2 pramanadi
      2 prajā
      2 praises
      2 pradIpikA
      2 prabandha
      2 pr
      2 portions
      2 pippalada
      2 pin
      2 pigment
      2 pieces
      2 phil
      2 phenomenon
      2 phenomena
      2 performer
      2 pepper
      2 penis
      2 peacock
      2 pavamāna
      2 paurna
      2 paulomi
      2 patroness
      2 paths
      2 pass
