slno,keywords_in_comments
11004,plant
11005,town
11006,"-yoktra,tree"
11007,man
11008,
11009,plant
11010,"plant,girdle,fibres"
11011,"head,part,horse"
11012,son
11014,wife
11015,son
11016,
11017,
11018,"teacher,shBr,patron,ŚBr"
11020,mountain
11021,
11022,"N.,Comm,being,MBh"
11023,"Name,verses,syllables,metre"
11024,teacher
11025,MBh
11027,place
11028,patriarch
11029,"cent,A.D.,author"
11030,"MBh,man"
11031,
11032,"place,pilgrimage,MBh"
11033,"ceremony,shankhshr"
11034,poet
11035,"poem,raja"
11036,"river,MBh"
11037,shBr
11039,river
11040,
11041,plant
11042,man
11043,man
11044,son
11045,"teacher,VBr,family"
11046,being
11047,mukha
11048,"shBr,ŚBr"
11049,king
11050,"king,MBh"
11051,
11052,
11053,king
11054,"Pāṇ,."
11055,"river,MBh"
11056,
11057,MBh
11058,
11059,"xiii,river,MBh"
11061,
11062,
11063,
11064,river
11065,MBh
11066,plant
11067,work
11068,xii
11069,MBh
11071,
11072,
11073,MBh
11075,shBr
11076,"apshr,oblation"
11077,man
11078,"MaitrS.,ceremony"
11079,
11080,
11082,
11083,
11084,river
11085,
11086,
11087,people
11088,
11089,
11090,
11091,MBh
11092,people
11093,work
11094,work
11095,work
11096,"son,MBh"
11098,man
11099,"priest,shBr,king,ŚBr"
11100,
11101,
11102,"mother,times,cf,wife,putrau"
11103,
11104,man
11105,teacher
11106,"altar,shBr,brick,ŚBr"
11107,
11108,
11109,"collection,passages"
11110,
11111,MBh
11112,shiva
11113,"Name,shlokas,collection,ethics"
11114,
11115,
11116,Name
11117,"son,."
11118,
11119,mountain
11120,river
11121,son
11122,"son,MBh"
11124,
11125,
11126,
11127,"Name,shBr,ŚBr"
11128,Buddh
11129,"son,hymn,author"
11130,shBr
11131,
11132,"syllables,metre"
11133,
11134,
11135,shiva
11136,
11137,
11138,son
11139,Buddh
11140,Buddh
11141,Sāh
11142,
11143,"Name,doorkeeper"
11144,person
11145,poet
11146,"shBr,brick,ŚBr"
11147,
11148,"king,patron"
11149,"son,descendant,MBh,father"
11150,"son,descendant,MBh,father"
11151,
11152,metre
11153,
11154,dictionary
11155,"VamP.,river"
11156,
11157,"shafts,plant,arrows"
11158,man
11159,
11160,"hell,Yājñ"
11161,MBh
11162,"vegetable,L."
11163,
11164,"darkness,shBr"
11166,"shBr,ŚBr,patron,man"
11168,MBh
11169,wife
11170,"river,bhaga"
11171,Car
11172,"rishi,Ṛṣi"
11173,
11174,
11175,
11176,"river,MBh"
11177,prince
11178,"times,syllables,metre"
11179,
11180,"warrior,tribe"
11181,
11182,MBh
11183,R.
11186,16th
11187,
11188,
11189,"fourth,writings"
11190,"daughter,MBh,sister,wife"
11191,
11192,"rays,syllable,light"
11193,plant
11194,
11195,
11196,
11197,"Name,work"
11198,place
11199,work
11200,plant
11201,plant
11202,work
11203,MBh
11204,plant
11205,
11207,MBh
11208,author
11209,
11211,
11212,"shBr,brick,ŚBr"
11213,
11215,king
11216,
11217,"sharadvat,shBr,ŚBr,wife"
11218,
11220,"law,book"
11221,drama
11222,lake
11223,
11224,
11225,"rishi,patron"
11226,"country,MBh"
11227,man
11228,"country,MBh"
11229,
11231,
11232,
11233,
11234,
11235,
11236,voc
11237,
11238,
11239,servant
11240,
11241,
11242,"connection,lake"
11243,Pāṇ
11244,
11245,MBh
11246,"v,MBh"
11247,hymn
11248,"companions,cf,demon"
11249,
11250,"river,MBh"
11251,"cf,veins"
11252,prince
11253,"son,prince"
11254,demon
11255,
11256,
11257,place
11258,
11259,
11260,viii
11261,
11262,
11263,
11264,
11265,
11266,"sharng,poet"
11267,
11268,
11269,
11270,goddess
11271,author
11272,world
11273,"gods,class"
11274,work
11275,world
11276,"gods,class"
11277,"prince,princess"
11278,"tribe,prince"
11279,priest
11280,daughter
11281,wife
11282,ii
11283,"PBr,verses"
11284,
11285,
11286,ed
11287,people
11288,plant
11289,play
11290,town
11291,country
11292,work
11293,
11294,"shBr,man"
11295,son
11296,
11297,PBr
11298,man
11299,
11300,
11301,
11302,
11303,shiva
11304,
11305,village
11306,
11307,
11308,"combination,metre"
11309,figure
11310,"work,cf"
11311,"work,cf"
11312,"work,cf"
11313,"work,cf"
11314,"work,cf"
11315,"work,cf"
11316,supplement
11318,caste
11319,plant
11320,family
11321,"formularies,exclamations,priests,rites"
11322,
11323,"teacher,descendant"
11324,grammarian
11325,son
11327,people
11328,"BhP.,Manvantara,rishis"
11329,MBh
11331,"MBh,people"
11332,"daughter,wife"
11333,
11334,"Name,formula"
11335,constellation
11336,
11338,
11339,"class,demons"
11340,
11341,voc
11342,"prince,kriti"
11343,"kingdom,capital"
11344,
11345,"xii,seq,MBh,man"
11346,
11347,verse
11348,
11349,man
11350,temple
11351,sect
11352,"customs,work,shudras"
11353,"Name,work"
11354,"Name,work"
11355,
11356,"aṅga,anga,books"
11357,
11358,"work,Name"
11359,part
11360,
11361,sacrifice
11362,passage
11363,
11364,"warrior,tribe"
11365,family
11366,
11367,"king,MBh"
11368,"king,MBh"
11369,"leaves,plant,appearance"
11370,shBr
11371,
11372,"Name,man"
11373,
11374,hymns
11375,mansion
11376,pupils
11377,"sort,shastra,shBr,chant,sacrifice,morning"
11378,śastra
11379,
11380,apshr
11381,mountain
11382,
11383,
11384,
11385,monkey
11386,author
11387,work
11388,work
11389,work
11390,
11391,
11392,country
11393,demon
11394,teacher
11395,"town,MBh"
11396,bird
11397,
11398,"Comm,marriageable,wife"
11399,"v,shBr"
11400,"retinue,being,MBh"
11401,man
11402,bird
11403,crow
11404,demon
11405,"demon,MBh"
11406,"xii,MBh"
11407,
11408,man
11409,"days,ceremony,MaitrS."
11410,body
11411,
11412,people
11413,
11414,
11415,mansion
11416,work
11417,work
11418,work
11419,MBh
11420,work
11421,work
11422,commentary
11423,Name
11424,"seventh,writings"
11425,school
11426,work
11428,
11429,
11430,shak
11432,BhP.
11433,Brahmā
11435,
11436,man
11437,
11438,
11439,work
11440,woman
11441,
11442,physician
11443,
11444,"river,MBh,north"
11445,
11446,MBh
11447,"teacher,shBr,ŚBr"
11448,text
11449,
11450,work
11451,
11452,
11453,
11454,Brahman
11456,book
11457,
11458,
11459,stotra
11460,image
11461,
11462,"section,division,note,book"
11463,
11464,
11465,"figure,sentence,rhetoric,verb,beginning"
11466,Brahman
11467,MBh
11468,
11470,"Name,book"
11471,
11472,"purana,purāṇa"
11474,MBh
11476,MBh
11478,"deity,Buddhists"
11479,work
11480,Tantra
11481,shiva
11482,poem
11483,
11485,
11486,poet
11487,king
11488,
11489,metre
11490,
11491,king
11492,king
11493,prince
11494,prince
11495,"figure,poetry,Name,shish"
11496,gaṇa
11497,
11498,
11499,river
11500,weight
11501,"deities,shBr"
11502,shBr
11503,"son,dwarf,avatāra"
11504,
11505,
11506,"son,rāṣṭra,MBh"
11507,image
11508,
11509,
11510,man
11511,sun
11512,
11513,king
11514,
11515,man
11516,king
11517,man
11518,king
11519,king
11520,work
11521,
11522,
11523,
11524,
11525,
11526,man
11527,
11528,
11529,"dish,=,direction,point,compass,dat"
11530,"treaty,peace,kind"
11531,son
11532,country
11534,species
11535,plant
11536,plant
11537,dṛ
11538,man
11539,work
11540,MBh
11541,
11542,lake
11544,
11545,"body,circle,part"
11546,diseases
11547,"sound,T.,species"
11548,bark
11549,place
11550,"diseases,class"
11551,man
11552,
11553,country
11554,
11555,shiva
11557,disciples
11558,authors
11560,"cycle,year"
11561,plants
11562,plants
11563,
11564,"Name,author"
11566,work
11567,"section,purāṇa"
11568,work
11569,play
11570,"annotator,pupil"
11571,rite
11572,teacher
11573,teacher
11574,town
11575,
11576,work
11577,poet
11578,man
11579,commentary
11580,town
11581,scholiast
11582,woman
11583,sholiast
11584,shiva
11585,teacher
11586,
11587,work
11588,man
11589,hymn
11590,hymn
11591,poem
11592,scholiast
11593,
11594,poet
11595,part
11596,man
11597,men
11598,teacher
11599,scholar
11600,
11601,lake
11602,man
11603,man
11604,
11605,man
11606,
11607,
11608,
11610,constellation
11611,constellation
11612,
11614,
11615,"king,son"
11616,country
11617,"country,inhabitants"
11619,
11620,demon
11621,king
11622,king
11623,
11624,"teacher,family,school"
11625,MBh
11626,
11627,"invocations,svāhā,svaha"
11628,"demigods,MBh"
11629,constellation
11630,"river,MBh"
11631,MBh
11632,"demigod,kind"
11633,water
11634,author
11635,book
11636,"Āpa,author"
11637,river
11638,
11639,"patron,MBh"
11640,son
11641,rishis
11642,
11643,"writer,ritual,sage"
11644,"work,apastamba,school"
11645,"work,apastamba,school"
11646,"work,apastamba,school"
11647,"work,apastamba,school"
11648,plant
11649,metre
11650,
11652,grammarian
11653,metre
11654,"species,tree"
11656,MBh
11657,
11658,
11659,shBr
11660,"asterisms,VarBṛ"
11661,
11662,BhP.
11663,constellation
11664,
11665,
11666,
11667,shBr
11668,place
11669,
11670,
11671,plant
11672,town
11673,"deities,class"
11674,"deities,class"
11675,"set,subjects"
11676,
11677,
11678,people
11679,metre
11680,
11681,"teacher,shBr,ŚBr"
11682,
11683,works
11684,"Name,man"
11685,Name
11686,"music,female,modes"
11687,work
11688,"offering,occasions,ancestors"
11689,
11690,"milk,material,cow"
11691,son
11693,nāma
11694,"apāma,verse,somam,apama"
11695,"rishi,Ṛṣi"
11696,
11698,plant
11699,town
11700,
11701,
11702,
11703,work
11704,"rāṣṭra,MBh"
11706,"Name,Vac"
11707,poet
11708,mountain
11709,plant
11710,"man,m.,guptāyani,amra,descendant"
11711,king
11712,woman
11713,king
11714,mountain
11715,
11716,town
11717,
11718,"kind,occasions,Comm,formulas,sacrifice,shankhshr"
11719,foot
11720,daughter
11721,
11722,king
11723,
11724,"son,MBh"
11725,"son,fire,MBh"
11726,man
11727,"MBh,men"
11728,"king,frogs,MBh"
11729,work
11730,work
11731,work
11732,work
11733,work
11734,son
11736,
11737,"life,class,hymns"
11738,"oblation,kind"
11739,"ceremony,āyuḥ,shtoma,ṣṭoma"
11740,
11742,
11743,
11744,
11745,MBh
11746,shalya
11747,"L.,tree"
11748,lake
11749,"mountains,feet,direction,north,miles,point,chain,Name"
11750,plant
11751,"country,MBh,people"
11752,"deities,class"
11753,MBh
11754,"section,book"
11755,book
11756,"writings,class,forests"
11757,"brāhmaṇa,brahmana,book"
11758,man
11759,king
11760,king
11761,work
11762,metre
11763,"leaves,plant"
11764,region
11765,teacher
11766,village
11767,ceremony
11768,work
11769,poet
11770,people
11772,"son,sena"
11773,"MBh,attendant"
11774,"work,ritual"
11775,"teacher,shBr,MBh,ŚBr"
11776,
11777,
11779,
11780,"son,shBr"
11781,
11782,
11783,"mother,daughter"
11784,Name
11785,
11786,work
11787,work
11788,planet
11790,
11792,
11793,
11794,"MBh,mountain"
11795,teacher
11796,"MBh,creation"
11797,country
11798,river
11799,
11800,people
11801,
11802,
11803,"teacher,shBr,ŚBr"
11804,
11805,grandson
11806,king
11807,
11808,rishi
11809,rishi
11810,race
11811,"MBh,Yājñ"
11812,
11813,river
11814,pupil
11815,
11816,
11817,"authors,astronomers"
11818,"work,aryabhata,astronomy"
11819,
11820,king
11821,
11822,king
11823,"mālā,mala,author"
11824,"philosopher,founder,school"
11825,patriarch
11826,
11827,man
11828,
11829,
11830,work
11831,"Yoga,vasishtha"
11832,
11833,work
11834,
11835,
11836,"king,cowherd"
11838,river
11839,
11840,country
11841,
11842,
11843,
11844,Agni
11845,
11846,"list,names"
11847,
11848,constellations
11849,
11850,
11851,king
11852,
11853,"Comm,MBh,man"
11854,ape
11855,wood
11856,MBh
11857,work
11858,"MBh,man"
11859,"teacher,shBr,ŚBr"
11860,pupil
11861,"teacher,shBr,ŚBr"
11862,
11863,minister
11864,spirit
11865,teacher
11866,teacher
11867,"town,village"
11868,man
11869,"serpent,Śeṣa,race,chief"
11870,work
11871,"aloka,work,commentary"
11872,"serpent,demon"
11873,
11874,"Name,planet"
11875,"son,cf"
11876,school
11877,woman
11878,"kings,dynasty"
11879,country
11880,MBh
11881,work
11882,"bands,air,region,bhuvar,loka,winds"
11883,son
11884,"shBr,MBh"
11885,man
11886,
11887,"cloud,form"
11888,"river,L."
11889,"cloud,form"
11890,plant
11891,"BhP.,dvīpa,-"
11892,
11893,plant
11894,"children,hopes,wives,mothers"
11895,MBh
11897,king
11898,
11899,
11900,goddess
11901,town
11902,river
11903,
11904,"muni,followers"
11905,
11906,MBh
11907,animal
11908,shiva
11909,"grammar,Name"
11910,
11911,horse
11912,
11913,
11914,
11915,mountain
11916,woman
11917,work
11918,
11919,work
11920,
11921,"charioteer,sun"
11922,"teacher,shankhshr"
11923,pupil
11924,
11925,MBh
11926,spirit
11927,MBh
11928,
11929,man
11930,
11931,
11932,.
11933,"month,moon,constellation,season"
11934,"iṣṭakā,shBr,kind,brick,ŚBr"
11935,
11937,
11938,pupil
11939,work
11940,work
11941,
11942,"month,moon,constellation,part"
11943,
11944,MBh
11945,mountain
11946,man
11947,
11948,man
11949,
11950,district
11951,
11952,
11953,man
11955,king
11956,"cent,author"
11957,
11958,"country,shBr"
11959,queen
11960,
11961,school
11962,shBr
11963,"shBr,ŚBr"
11964,
11965,
11966,BhP.
11967,
11968,"son,MBh"
11969,man
11970,"syllables,verse,Pādas,metre"
11971,man
11972,planet
11973,Pāṇini
11974,
11975,man
11976,"son,MBh"
11977,"king,grandfather,MBh"
11978,MBh
11979,works
11980,work
11981,work
11982,work
11983,work
11984,work
11985,work
11986,work
11987,
11988,
11989,poem
11990,town
11991,
11992,"king,MBh"
11993,
11994,king
11995,river
11996,"river,MBh"
11997,"river,MBh"
11998,"river,MBh"
11999,"da,ikshu,river,MBh"
12000,
12002,"warrior,tribe"
12003,
12004,plant
12005,queen
12006,"gods,teacher,Guru"
12008,"rishi,author"
12009,
12010,"section,recension"
12011,prayers
12012,"king,son"
12013,son
12014,"mother,daughter,Trinabindu"
12015,
12017,
12019,observance
12020,observance
12021,observance
12022,mother
12023,man
12024,"work,legends,MBh"
12025,
12026,"cf,people"
12027,"rocana,perfume"
12028,"Yoga,astronomy"
12029,cow
12030,aditya
12031,plant
12032,
12033,
12034,
12035,
12036,daughter
12037,
12038,
12039,man
12040,
12041,
12042,king
12043,shiva
12044,
12045,planet
12046,planet
12047,man
12048,
12049,river
12050,shiva
12051,shBr
12052,"sister,wife"
12053,river
12055,grammarian
12056,
12057,man
12058,
12060,planet
12061,planet
12062,plant
12063,river
12064,grammarian
12066,plant
12067,attendant
12068,
12069,poet
12070,"MBh,mountain"
12071,
12072,mountain
12073,man
12074,place
12075,mountain
12076,
12077,teacher
12078,deity
12079,plant
12080,ape
12081,monkey
12082,
12083,son
12085,
12086,"bricks,kind"
12087,MBh
12088,"river,MBh"
12089,
12090,
12091,wife
12092,monastery
12093,men
12094,"MBh,lake"
12095,man
12096,
12098,shBr
12099,"MBh,mountain"
12100,king
12101,
12102,man
12103,MBh
12104,king
12105,man
12106,
12107,king
12108,"teacher,VBr"
12109,
12110,
12111,planet
12112,MBh
12113,river
12114,
12115,kings
12116,"section,Name,book"
12117,
12118,place
12119,warrior
12120,man
12121,meanings
12122,man
12123,man
12124,mountain
12125,
12126,"Name,drama"
12127,author
12128,
12129,BhP.
12130,poet
12131,"king,Name,monkey"
12133,"king,Name,monkey"
12134,men
12135,
12137,goddess
12139,"ŚBr,hymns,ceremonies"
12140,"ŚBr,hymns,ceremonies"
12141,man
12142,man
12143,
12144,"son,MBh"
12145,
12146,
12147,"vegetables,ascetics,class"
12148,"gods,preceptor"
12149,
12150,
12151,"teacher,shBr,MBh"
12152,"energies,mothers"
12153,
12154,
12155,hymn
12156,work
12157,
12158,man
12159,
12160,
12161,son
12162,
12163,man
12164,
12165,
12166,plant
12167,"fruit,L."
12168,"Apāṃ,lightning,form"
12169,"daughter,wife"
12170,"Name,love"
12171,city
12172,son
12173,plant
12174,wife
12176,"river,MBh"
12177,
12178,"plant,tree"
12179,"plant,ari,meda"
12180,"rishi,Ṛṣi,rig,hymns,family,author"
12181,
12182,
12183,"mother,daughter,bindu,wife"
12184,sacrifice
12185,place
12186,
12187,son
12188,
12190,MBh
12191,daughter
12192,daughter
12193,"son,cf"
12194,demon
12195,father
12196,"world,tree"
12197,man
12198,"brother,MBh"
12199,"stars,head"
12200,L.
12201,son
12202,man
12203,
12204,ceremony
12205,constellation
12206,shrS.
12207,region
12208,"earth,MBh"
12209,
12210,plant
12211,plant
12212,constellation
12213,
12214,
12215,man
12216,cf
12217,author
12218,
12219,plant
12220,
12221,work
12222,
12223,
12225,"month,shBr"
12226,"BhP.,rishi,Ṛṣi"
12227,
12228,
12229,
12230,work
12231,
12232,TBr
12233,
12234,
12235,"MBh,people"
12236,
12237,
12238,"river,MBh"
12239,man
12240,"team,car,horses,sun"
12241,"son,MBh,father"
12242,daughter
12243,shiva
12244,
12245,"expression,q.v"
12246,
12247,"quarter,east,MBh,north"
12248,shiva
12250,mountains
12251,temple
12252,"section,purana"
12253,
12254,lake
12255,
12256,man
12257,
12258,
12259,physician
12260,woman
12261,
12262,prince
12263,
12265,plants
12266,author
12267,
12268,prince
12269,"shaiva,work"
12270,man
12271,work
12272,teacher
12273,king
12274,scholiast
12275,work
12276,
12277,
12278,
12279,shiva
12280,being
12281,shBr
12282,prince
12283,
12284,work
12285,gana
12286,"ceremony,part"
12287,drops
12289,man
12290,king
12291,
12292,pupil
12293,"Name,brāhmaṇa,brahmana,book"
12294,grammarian
12295,place
12296,"MBh,shiva"
12298,"mother,tribe,shudra,father"
12299,
12300,country
12301,goddess
12302,
12303,
12304,
12305,goddess
12306,MBh
12308,man
12309,
12310,
12311,king
12312,
12313,"diseases,demon"
12314,
12315,"son,king"
12316,Name
12317,"MBh,man"
12318,"brother,shBr,princes"
12319,wife
12320,"uncle,enemy"
12321,MBh
12322,author
12323,
12324,prince
12325,shiva
12326,sanctuary
12327,MBh
12328,companion
12329,"rig,hymns,angirasa,author"
12330,town
12331,
12332,"gods,teacher,shakya,muni"
12333,MBh
12334,horse
12335,demon
12336,man
12337,arrows
12338,king
12339,MBh
12340,mountain
12341,goddess
12342,
12343,deity
